H_index	name	kind	address	phone	room	facility	S_index	grade	price	O_index
3213	베라노	민박	서울특별시 송파구 풍납동 260번지 현대리버빌아파트 301동 1804호	010-1369-8245	21	바베큐, 수영장	17	4	194499	322
3214	Jamsil''s comfort zone	민박	서울특별시 송파구 신천동 20-4번지 진주아파트 5동 1002호	010-0371-8895	21	바베큐, 수영장, 카페, 산책로	17	4	81635	322
3215	리센츠 콘도미니엄 타워	민박	서울특별시 송파구 잠실동 22번지 리센츠 244동 2305호	010-4365-3862	21	바베큐	17	2	62778	322
3216	Stay Seoul	민박	서울특별시 송파구 가락동 95-1번지 가락금호아파트 108동 702호	010-8593-5238	21	수영장, 카페	17	4	113327	322
3217	Songpa lovely room	민박	서울특별시 송파구 방이동 119-19번지 401호	010-5252-4934	21	바베큐, 수영장, 카페, 산책로	17	3	79058	322
3218	네이처 하우스	민박	서울특별시 송파구 가락동 149-9번지 네이처 하우스 401호	010-6198-1481	21	수영장, 카페, 탁구장 	17	3	86175	322
3219	202 stay	민박	서울특별시 송파구 송파동 18-2번지 202호	010-4292-0904	22	바베큐, 수영장	17	4	199013	322
3220	문정 게스트하우스	민박	서울특별시 송파구 문정동 98-1번지 백송빌라 301호	010-0528-0924	22	바베큐, 수영장, 카페, 산책로	17	5	224715	322
3221	Heidi house	민박	서울특별시 송파구 석촌동 159-10번지 레이크빌 201호	010-8698-1181	21	바베큐	17	2	219899	323
3222	CN House	민박	서울특별시 송파구 잠실동 218-15번지	010-8263-4342	22	수영장, 카페	17	2	252021	323
3223	Jinju stay	민박	서울특별시 송파구 잠실동 20-4번지	010-7306-1757	21	바베큐, 수영장, 카페, 산책로	17	3	246226	323
3224	킴벌리 홈스테이	민박	서울특별시 송파구 신천동 17번지 파크리오 112동 3504호	010-0047-5171	22	수영장, 카페, 탁구장 	17	2	151827	323
3225	부산농원민박	민박	경상남도 함안군 여항면 외암리 73	010-6666-6327	23	바베큐, 수영장, 카페, 산책로	4	3	164444	323
3226	깜이네	민박	경상남도 함안군 여항면 주서리 960-7	010-5326-2358	23	바베큐	4	2	228077	323
3227	여항산 정원펜션	민박	경상남도 함안군 여항면 주서리 68-2	010-0786-0021	22	수영장, 카페	4	1	185645	323
3228	하휴당	민박	경상남도 함안군 여항면 주서리 521	010-5800-3680	22	바베큐, 수영장, 카페, 산책로	4	3	164537	323
3229	해피하우스(HAPPY  HOUSE)	민박	대구광역시 수성구 황금동 860번지 904호	010-2911-2991	22	바베큐	7	2	286894	323
3230	스마일 게스트 하우스	민박	대구광역시 수성구 만촌동 657-6	010-9728-2480	23	수영장, 카페	7	2	121176	323
3231	사라의 집	민박	대구광역시 수성구 상동 555번지	010-5394-4448	22	바베큐, 수영장, 카페, 산책로	7	5	81010	324
3232	임실힐링펜션	펜션	전라북도 임실군 임실읍 이도리 294	010-8067-1702	30	수영장, 카페, 탁구장 	11	3	208004	324
3233	미르펜션	펜션	전라북도 임실군 임실읍 이도리 295	010-7407-6454	26	수영장, 카페	11	2	233801	324
3234	시온펜션	펜션	전라북도 임실군 임실읍 금성리 680-1	010-0070-3597	23	바베큐, 수영장, 카페, 산책로, 탁구장 	11	5	183174	324
3235	정남 민박	민박	전라북도 임실군 성수면 성수리 103	010-0540-1841	26	바베큐, 수영장	11	1	253204	324
3236	필봉굿 마당 민박	민박	전라북도 임실군 강진면 필봉리 329-2	010-4241-1733	22	바베큐, 수영장, 카페, 산책로	11	2	113121	324
3237	흙집연 펜션	펜션	전라북도 임실군 강진면 옥정리 81 카페	010-8532-9885	21	바베큐	11	3	135755	324
3238	국사봉 민박	민박	전라북도 임실군 운암면 입석리 731-2	010-1678-0912	22	수영장, 카페	11	2	130042	324
3239	선돌 민박	민박	전라북도 임실군 운암면 입석리 81-14	010-2005-6550	22	바베큐, 수영장, 카페, 산책로	11	2	140450	324
3240	운암 민박	민박	전라북도 임실군 운암면 운암리 442-7	010-8126-1934	26	수영장, 카페, 탁구장 	11	3	174604	324
3241	시골밥상 농어촌민박	민박	전라북도 임실군 운암면 운암리 453-4	010-3388-3419	25	바베큐, 수영장	11	3	216585	325
3242	달빛 머문 펜션	펜션	전라북도 임실군 운암면 운정리 220-71	010-8507-0096	21	바베큐, 수영장, 카페, 산책로	11	1	112132	325
3243	옥정황토 민박	민박	전라북도 임실군 운암면 운암리 507-9	010-7096-5029	24	바베큐	11	3	280283	325
3244	불루케이펜션	펜션	전라북도 임실군 운암면 운정리 220-160	010-5972-0429	22	수영장, 카페	11	3	134592	325
3245	냉천골민박	민박	전라북도 임실군 운암면 운암리 400	010-6995-6871	21	바베큐, 수영장, 카페, 산책로	11	5	190007	325
3246	숨 펜션	펜션	전라북도 임실군 운암면 운정리 220-18	010-7500-3455	24	수영장, 카페, 탁구장 	11	4	64355	325
3247	쉴만한물가 민박	민박	전라북도 임실군 운암면 입석리 272	010-3332-4985	22	수영장, 카페	11	5	148676	325
3248	계영당 민박(강변사리)	민박	전라북도 임실군 덕치면 천담리 571	010-4966-7133	21	바베큐, 수영장, 카페, 산책로, 탁구장 	11	5	255269	325
3249	안다물 민박	민박	전라북도 임실군 덕치면 천담리 799	010-7510-6701	21	바베큐, 수영장	11	4	261878	325
3250	강산에 펜션	민박	전라북도 임실군 덕치면 인덕로 1571-6	010-6894-8595	25	바베큐, 수영장, 카페, 산책로	11	4	284565	325
3251	안담울 민박	민박	전라북도 임실군 덕치면 천담리 664-5	010-4665-7848	23	바베큐	11	3	214187	326
3252	저로수민박	민박	전라북도 임실군 덕치면 천담리 139-8	010-9118-6544	21	수영장, 카페	11	2	152665	326
3253	천담원 민박	민박	전라북도 임실군 덕치면 천담리 580	010-2431-9577	21	바베큐, 수영장	11	3	220761	326
3254	미륵산 자연학교	민박	전라북도 익산시 삼기면 연동리 205	010-6104-4550	26	바베큐, 수영장	11	4	251225	326
3255	행복드림	민박	전라북도 익산시 함라면 신등리 21	010-6951-5209	21	바베큐, 수영장, 카페, 산책로	11	3	271518	326
3256	대파니 힐링팜	민박	전라북도 익산시 함라면 연동리 112-3	010-4152-1332	23	바베큐	11	4	143202	326
3257	함라초당	민박	전라북도 익산시 함라면 신목리 1137-1	010-7432-7109	21	수영장, 카페	11	1	145892	326
3258	서동선화	민박	전라북도 익산시 금마면 신용리 105-1	010-9470-3406	23	바베큐, 수영장, 카페, 산책로	11	2	138255	326
3259	하늘숲	민박	전라북도 익산시 금마면 기양리 334-56	010-9423-1698	24	수영장, 카페, 탁구장 	11	1	222201	326
3260	너나들이	민박	전라북도 익산시 성당면 성당리 312	010-7444-4670	21	바베큐, 수영장	11	1	212291	326
3261	목인동	펜션	세종특별자치시 전의면 신방리 506-3	010-5948-3006	22	바베큐, 수영장, 카페, 산책로	16	5	222276	327
3262	세종산뜰에	펜션	세종특별자치시 장군면 산학리 142-23	010-4651-8574	22	수영장, 카페, 탁구장 	16	3	265804	327
3263	솔티힐링 민박	펜션	세종특별자치시 전동면 송성리 742-2	010-3747-8634	21	수영장, 카페	16	2	251539	327
3264	청벽거북	펜션	세종특별자치시 장군면 금암리 367-23	010-1684-8762	22	바베큐, 수영장, 카페, 산책로, 탁구장 	16	2	156914	327
3265	비발디펜션	펜션	세종특별자치시 장군면 금암리 367-12	010-7490-6986	25	바베큐, 수영장	16	4	214904	327
3266	청벽비발디펜션	펜션	세종특별자치시 장군면 금암리 367-12	010-6032-5705	25	바베큐, 수영장, 카페, 산책로	16	1	114816	327
3267	학림재	펜션	세종특별자치시 장군면 태산리 188-21	010-1977-0525	22	바베큐	16	3	125873	327
3268	세종 부강리 고택	펜션	세종특별자치시 부강면 부강리 385	010-0637-3815	24	수영장, 카페	16	2	226195	327
3269	목향재	펜션	세종특별자치시 고운동 1754번지	010-1741-4885	22	바베큐, 수영장, 카페, 산책로	16	4	138807	327
3270	청량산쉼터민박	민박	경상북도 봉화군 명호면 관창리 1729-4	010-6651-5656	24	수영장, 카페, 탁구장 	3	2	89304	327
3271	청량산다래식당민박	민박	경상북도 봉화군 명호면 관창리 1729-2	010-4211-7924	23	바베큐, 수영장	3	4	288164	328
3272	청량산 참 민박	민박	경상북도 봉화군 명호면 관창리 1730	010-4532-8716	24	바베큐, 수영장, 카페, 산책로	3	5	90510	328
3273	오렌지꽃 향기는바람에 날리고민박	민박	경상북도 봉화군 명호면 관창리 853-3	010-3397-4449	21	바베큐	3	4	166351	328
3274	아름다운민박	민박	경상북도 봉화군 명호면 도천리 237-1	010-7198-2163	26	수영장, 카페	3	2	121351	328
3275	큰기와집민박	민박	경상북도 봉화군 명호면 도천리 265	010-8600-0730	22	바베큐, 수영장, 카페, 산책로	3	5	230752	328
3276	청량산하루민박	민박	경상북도 봉화군 명호면 북곡리 48	010-8280-8590	25	수영장, 카페, 탁구장 	3	4	255047	328
3277	청하민박	민박	경상북도 봉화군 명호면 도천리 203-3	010-1034-2278	23	수영장, 카페	3	4	161637	328
3278	명호민박	민박	경상북도 봉화군 명호면 도천리 298-2	010-5621-4196	27	바베큐, 수영장, 카페, 산책로, 탁구장 	3	4	60070	328
3279	운곡천민박	민박	경상북도 봉화군 명호면 도천리 112-2	010-6718-5984	22	바베큐, 수영장	3	4	237658	328
3280	청량산강나루민박	민박	경상북도 봉화군 명호면 관창리 1732-2	010-5097-7223	26	바베큐, 수영장, 카페, 산책로	3	5	78708	328
3281	가람민박	민박	경상북도 봉화군 명호면 북곡리 1299-5	010-6235-5914	23	바베큐	3	2	170453	329
3282	청산농원민박	민박	경상북도 봉화군 명호면 북곡리 1331-8	010-6012-0454	27	수영장, 카페	3	5	266928	329
3283	여울목민박	민박	경상북도 봉화군 명호면 고계리 781	010-7861-1496	25	바베큐, 수영장	3	3	206763	329
3284	청량산하늘다리민박	민박	경상북도 봉화군 명호면 북곡리 1327-9	010-4127-0275	25	바베큐, 수영장, 카페, 산책로	3	4	243550	329
3285	청량산 휴 민박	민박	경상북도 봉화군 명호면 북곡리 1327-4	010-3907-6433	24	바베큐	3	3	167692	329
3286	청량산 휴 민박	민박	경상북도 봉화군 명호면 북곡리 1327-5	010-0333-5526	24	수영장, 카페	3	3	272531	329
3287	민들레들꽃처럼민박	민박	경상북도 봉화군 명호면 북곡리 1274-6	010-1852-5415	22	바베큐, 수영장, 카페, 산책로	3	1	224214	329
3288	나무네숲민박	민박	경상북도 봉화군 명호면 풍호리 62-1	010-1502-6684	22	수영장, 카페, 탁구장 	3	4	118355	329
3289	폭포민박	민박	경상북도 봉화군 명호면 북곡리 328	010-7608-4112	25	수영장, 카페	3	5	156954	329
3290	들꽃피는팬션민박	민박	경상북도 봉화군 명호면 북곡리 340-3	010-0828-8836	23	바베큐, 수영장, 카페, 산책로, 탁구장 	3	4	224239	329
3291	판타지아청량정	민박	경상북도 봉화군 명호면 북곡리 340	010-7631-4303	23	바베큐, 수영장	3	1	125700	330
3292	행복한민들레민박	민박	경상북도 봉화군 명호면 관창리 1731-3	010-1708-5492	22	바베큐, 수영장, 카페, 산책로	3	5	123570	330
3293	홀리가든민박	민박	경상북도 봉화군 명호면 풍호리 269	010-6951-9468	22	바베큐	3	2	86633	330
3294	청솔가든민박	민박	경상북도 봉화군 물야면 오전리 93	010-3781-4276	25	수영장, 카페	3	5	137464	330
3295	통나무민박	민박	경상북도 봉화군 물야면 오전리 1-14	010-4595-1574	24	바베큐, 수영장, 카페, 산책로	3	3	74025	330
3296	산수가든민박	민박	경상북도 봉화군 물야면 오전리 34	010-2446-3666	23	수영장, 카페, 탁구장 	3	2	142431	330
3297	마라톤하우스	민박	경상북도 봉화군 물야면 오전리 247-6	010-8186-0788	24	바베큐, 수영장	3	2	157915	330
3298	주목산장	민박	경상북도 봉화군 물야면 오전리 279	010-2245-3407	25	바베큐, 수영장, 카페, 산책로	3	4	176209	330
3299	관광민박	민박	경상북도 봉화군 물야면 오전리 62-3	010-2110-4899	23	바베큐	3	3	266931	330
3300	봉화수목원펜션	민박	경상북도 봉화군 물야면 오록리 870	010-2702-5110	24	수영장, 카페	3	4	127092	330
3301	박달장민박	민박	경상북도 봉화군 물야면 오전리 56	010-5054-9745	22	바베큐, 수영장, 카페, 산책로	3	5	116391	331
3302	산골쉼터민박	민박	경상북도 봉화군 물야면 오전리 273	010-6188-2182	23	수영장, 카페, 탁구장 	3	2	100942	331
3303	선달산민박	민박	경상북도 봉화군 물야면 오전리 242-1	010-8138-1782	23	수영장, 카페	3	3	187271	331
3304	선계산방민박	민박	경상북도 봉화군 물야면 오전리 246-1	010-8281-7864	22	바베큐, 수영장, 카페, 산책로, 탁구장 	3	3	244851	331
3305	망와고택	민박	경상북도 봉화군 물야면 오록리 664	010-6174-1466	23	바베큐, 수영장	3	1	258391	331
3306	봄.여름.가을 이야기	민박	경상북도 봉화군 법전면 소천리 942	010-1953-0856	22	바베큐, 수영장, 카페, 산책로	3	3	198565	331
3307	어지리농촌사랑민박	민박	경상북도 봉화군 법전면 어지리 149	010-7005-7068	22	바베큐	3	4	212980	331
3308	시골민박	민박	경상북도 봉화군 법전면 눌산리 592-16	010-1475-1234	22	수영장, 카페	3	5	179677	331
3309	나무피리황토방민박	민박	경상북도 봉화군 법전면 소천리 953	010-8226-4563	22	바베큐, 수영장	3	1	162700	331
3310	사미정계곡펜션 3호	민박	경상북도 봉화군 법전면 소천리 619-5	010-1554-7229	22	바베큐, 수영장, 카페, 산책로	3	4	158380	331
3311	사미정계곡펜션 2호	민박	경상북도 봉화군 법전면 소천리 619-4	010-6846-6115	22	바베큐	3	5	260916	332
3312	사미정계곡펜션 1호	민박	경상북도 봉화군 법전면 소천리 619-3	010-4055-4417	22	수영장, 카페	3	3	174093	332
3313	그린케슬민박	민박	경상북도 봉화군 법전면 소천리 606	010-9502-3841	24	바베큐, 수영장, 카페, 산책로	3	2	144803	332
3314	한마음민박	민박	경상북도 봉화군 법전면 소천리 605-1	010-0949-7730	24	수영장, 카페, 탁구장 	3	3	196680	332
3315	정원가든민박	민박	경상북도 봉화군 법전면 소천리 556	010-6254-0213	23	수영장, 카페	3	3	151052	332
3316	사미정민박	민박	경상북도 봉화군 법전면 소천리 619-8	010-2278-8495	22	바베큐, 수영장, 카페, 산책로, 탁구장 	3	3	171317	332
3317	사과꽃향기민박	민박	경상북도 봉화군 봉성면 우곡리 42-1	010-6855-3336	23	바베큐, 수영장	3	3	242621	332
3318	닭실민박	민박	경상북도 봉화군 봉화읍 유곡리 1020	010-7047-1554	23	바베큐, 수영장, 카페, 산책로	3	1	225967	332
3319	하늬바람민박	민박	경상북도 봉화군 석포면 대현리 132-5	010-8113-1031	23	바베큐	3	4	147098	332
3320	다리건너하얀집민박	민박	경상북도 봉화군 석포면 대현리 107-1	010-2019-4668	22	수영장, 카페	3	3	253094	332
3321	대머리민박	민박	경상북도 봉화군 석포면 석포리 428-3	010-0015-6763	23	바베큐, 수영장, 카페, 산책로	3	1	69996	333
3322	하늘세평민박	민박	경상북도 봉화군 석포면 승부리 63	010-6539-9956	23	수영장, 카페, 탁구장 	3	5	69075	333
3323	승부오막살이민박	민박	경상북도 봉화군 석포면 승부리 산 104	010-6745-1189	22	바베큐, 수영장	3	4	173285	333
3324	태성민박	민박	경상북도 봉화군 석포면 승부리 118	010-9294-0082	22	바베큐, 수영장, 카페, 산책로	3	2	85335	333
3325	승부협곡펜션민박	민박	경상북도 봉화군 석포면 승부리 17-10	010-0639-1264	25	바베큐	3	2	78867	333
3326	봉화현동천무지개민박	민박	경상북도 봉화군 소천면 현동리 746	010-5487-1589	24	수영장, 카페	3	5	201045	333
3327	강시골계곡민박	민박	경상북도 봉화군 소천면 고선리 134	010-6690-8470	22	바베큐, 수영장, 카페, 산책로	3	4	131601	333
3328	구마동민박	민박	경상북도 봉화군 소천면 고선리 559	010-0699-3013	27	수영장, 카페, 탁구장 	3	5	198458	333
3329	구마일주통나무집민박	민박	경상북도 봉화군 소천면 고선리 566-3	010-8605-7700	27	수영장, 카페	3	5	58610	333
3330	고선리농어촌민박	민박	경상북도 봉화군 소천면 고선리 27	010-6665-2751	23	바베큐, 수영장, 카페, 산책로, 탁구장 	3	1	272478	333
3331	구마동초원민박	민박	경상북도 봉화군 소천면 고선리 515-1	010-8875-9475	23	바베큐, 수영장	3	4	83456	334
3332	기분좋은민박	민박	경상북도 봉화군 소천면 고선리 521-3	010-1174-2312	25	바베큐, 수영장, 카페, 산책로	3	3	298497	334
3333	구마황토민박	민박	경상북도 봉화군 소천면 고선리 521-1	010-5783-3315	27	바베큐	3	4	281367	334
3334	머털도사펜션민박	민박	경상북도 봉화군 소천면 두음리 524	010-6817-1901	24	수영장, 카페	3	1	187622	334
3335	기차가보이는풍경	민박	경상북도 봉화군 소천면 현동리 377-9	010-3672-9821	23	바베큐, 수영장	3	3	134365	334
3336	하얀달빛아래민박	민박	경상북도 봉화군 소천면 분천리 1727-3	010-7003-9253	25	바베큐, 수영장, 카페, 산책로	3	2	157215	334
3337	발전소민박	민박	경상북도 봉화군 소천면 현동리 304	010-0462-0444	23	바베큐	3	1	134878	334
3338	향수민박	민박	경상북도 봉화군 소천면 분천리 935-15	010-6130-0476	23	수영장, 카페	3	3	148568	334
3339	분천민박	민박	경상북도 봉화군 소천면 분천리 935-48	010-2078-6855	22	바베큐, 수영장, 카페, 산책로	3	2	111991	334
3340	분천협곡민박	민박	경상북도 봉화군 소천면 분천리 935-66	010-4762-7613	23	수영장, 카페, 탁구장 	3	3	197355	334
3341	비동골귀틀집민박	민박	경상북도 봉화군 소천면 분천리 699	010-9439-6354	23	수영장, 카페	3	4	151788	335
3342	물빛고은민박	민박	경상북도 봉화군 소천면 현동리 707	010-8354-3366	22	바베큐, 수영장, 카페, 산책로, 탁구장 	3	1	115055	335
3343	온새미로민박	민박	경상북도 봉화군 소천면 분천리 705-2	010-7387-4632	42	바베큐, 수영장	3	5	242471	335
3344	남회룡민박	민박	경상북도 봉화군 소천면 남회룡리 114-1	010-9998-1675	23	바베큐, 수영장, 카페, 산책로	3	5	114273	335
3345	회룡천민박	민박	경상북도 봉화군 소천면 분천리 95-1	010-2745-5368	25	바베큐	3	1	174874	335
3346	e편한민박	민박	경상북도 봉화군 소천면 현동리 703-1	010-0905-3179	23	수영장, 카페	3	4	200533	335
3347	한솔민박	민박	경상북도 봉화군 소천면 분천리 441	010-2581-2163	26	바베큐, 수영장, 카페, 산책로	3	4	95784	335
3348	임기3리 민박	민박	경상북도 봉화군 소천면 임기리 183-1	010-9405-8610	25	수영장, 카페, 탁구장 	3	1	276297	335
3349	봉화황토민박	민박	경상북도 봉화군 소천면 임기리 170-16	010-8706-7270	22	바베큐, 수영장	3	2	240219	335
3350	소천황토민박	민박	경상북도 봉화군 소천면 임기리 170-20	010-3904-0268	24	바베큐, 수영장, 카페, 산책로	3	2	258682	335
3351	청옥산민박	민박	경상북도 봉화군 소천면 고선리 535	010-3271-1648	23	바베큐	3	4	284615	336
3352	청옥민박	민박	경상북도 봉화군 소천면 현동리 744-2	010-7111-2502	25	수영장, 카페	3	5	238894	336
3353	산들정	민박	경상북도 봉화군 소천면 두음리 481-1	010-0689-8529	22	바베큐, 수영장, 카페, 산책로	3	2	86701	336
3354	봉화별민박	민박	경상북도 봉화군 소천면 고선리 520	010-4155-8500	23	수영장, 카페, 탁구장 	3	2	175787	336
3355	천일민박	민박	경상북도 봉화군 재산면 현동리 599-17	010-7531-5741	22	수영장, 카페	3	3	249489	336
3356	두레민박	민박	경상북도 봉화군 재산면 현동리 741-1	010-8374-7737	23	바베큐, 수영장, 카페, 산책로, 탁구장 	3	5	79234	336
3357	산너울민박	민박	경상북도 봉화군 재산면 현동리 678-18	010-3695-2900	22	바베큐, 수영장	3	1	118026	336
3358	산골나그네민박	민박	경상북도 봉화군 재산면 갈산리 1178	010-3320-7887	24	바베큐, 수영장, 카페, 산책로	3	1	238078	336
3359	백두대간수목원민박	민박	경상북도 봉화군 춘양면 서벽리 1374-7	010-1960-6806	24	바베큐	3	3	153924	336
3360	송이숲민박	민박	경상북도 봉화군 춘양면 서벽리 1290	010-6813-3734	24	수영장, 카페	3	1	85056	336
3361	우구치리마을회민박	민박	경상북도 봉화군 춘양면 우구치리 350	010-5281-4933	23	바베큐, 수영장	3	2	173363	337
3362	석문테마하우스민박	민박	경상북도 봉화군 춘양면 애당리 489	010-6036-0372	25	바베큐, 수영장, 카페, 산책로	3	4	94917	337
3363	느티나무팬션	민박	경상북도 봉화군 춘양면 애당리 489-1	010-3627-6528	24	바베큐	3	2	81977	337
3364	전통한옥민박	민박	경상북도 봉화군 춘양면 서벽리 1426	010-9011-0221	24	수영장, 카페	3	1	270529	337
3365	각화산민박	민박	경상북도 봉화군 춘양면 석현리 571-3	010-8611-2856	27	바베큐, 수영장, 카페, 산책로	3	1	191599	337
3366	홍가네매운탕민박	민박	경상북도 봉화군 춘양면 소로리 669-5	010-3355-2385	27	수영장, 카페, 탁구장 	3	3	192204	337
3367	숲속＆펜션	민박	경상북도 봉화군 춘양면 도심리 1185	010-4283-4665	23	수영장, 카페	3	2	61682	337
3368	성공시대민박	민박	경상북도 봉화군 춘양면 애당리 185-10	010-2155-9296	24	바베큐, 수영장, 카페, 산책로, 탁구장 	3	1	102784	337
3369	솔향기민박	민박	경상북도 봉화군 춘양면 애당리 700	010-4335-9064	28	바베큐, 수영장	3	3	206114	337
3370	참새콘도민박	민박	경상북도 봉화군 춘양면 애당리 743	010-1691-0647	22	바베큐, 수영장, 카페, 산책로	3	3	260494	337
3371	수목원펜션	민박	경상북도 봉화군 춘양면 서벽리 302	010-5273-8398	24	바베큐	3	2	176445	338
3372	백두대간팬션민박	민박	경상북도 봉화군 춘양면 서벽리 278-2	010-9546-0825	23	수영장, 카페	3	5	138465	338
3373	솔바람펜션민박	민박	경상북도 봉화군 춘양면 서벽리 665	010-5967-8121	25	바베큐, 수영장, 카페, 산책로	3	5	96630	338
3374	금정쉼터민박	민박	경상북도 봉화군 춘양면 우구치리 107-1	010-3598-4457	22	수영장, 카페, 탁구장 	3	4	235069	338
3375	씨앤에이치민박	민박	경상북도 봉화군 춘양면 애당리 94-1	010-8296-4300	22	바베큐, 수영장	3	1	253984	338
3376	파란동민박	민박	경상북도 봉화군 춘양면 애당리 185-9	010-1995-7036	24	바베큐, 수영장, 카페, 산책로	3	1	227967	338
3377	보랏빛민박	민박	경상북도 봉화군 춘양면 애당리 185-7	010-7922-5148	24	바베큐	3	1	64868	338
3378	당재민박	민박	경상북도 봉화군 춘양면 학산리 424	010-4324-6606	22	수영장, 카페	3	2	249187	338
3379	홍제원농장	민박	경상북도 봉화군 춘양면 서벽리 1468	010-6629-9849	22	바베큐, 수영장, 카페, 산책로	3	2	286521	338
3380	정원민박	민박	경상북도 봉화군 춘양면 서벽리 1361	010-1164-5941	22	수영장, 카페, 탁구장 	3	1	52090	338
3381	VESTA	민박	대구광역시 남구 대명동 2310-7	010-5020-4031	23	수영장, 카페	7	5	294753	339
3382	사람이 좋은 집	민박	대구광역시 남구 대명동 484-3	010-8438-1414	22	바베큐, 수영장, 카페, 산책로, 탁구장 	7	4	96945	339
3383	동락재	민박	대구광역시 남구 대명동 634-25	010-3038-1711	22	바베큐, 수영장	7	1	165961	339
3384	The house of Gallery	민박	대구광역시 남구 대명동 139-12	010-2464-3589	22	바베큐, 수영장, 카페, 산책로	7	1	222379	339
3385	유원게스트하우스	민박	대구광역시 남구 대명동 649-13	010-1585-8099	21	바베큐	7	5	89876	339
3386	상상하우스	민박	대구광역시 남구 대명동 1580-34	010-4434-3166	21	수영장, 카페	7	2	97950	339
3387	도송리	민박	강원도 화천군 간동면 도송리 245-1	010-2241-8573	21	바베큐, 수영장	1	3	168572	339
3388	레인보우펜션	민박	강원도 화천군 간동면 방천리 1400-4	010-7761-6307	27	바베큐, 수영장, 카페, 산책로	1	4	96470	339
3389	유곡산방	민박	강원도 화천군 간동면 유촌리 112-9-1	010-6038-5160	21	바베큐	1	1	133841	339
3390	학교종과 물레가있는 뜨락	민박	강원도 화천군 간동면 도송리 389-1	010-9039-8215	22	수영장, 카페	1	4	228117	339
3391	청솔민박	민박	강원도 화천군 간동면 오음리 475-3	010-7764-7830	21	바베큐, 수영장	1	3	274034	340
3392	놀자네민박	민박	강원도 화천군 간동면 유촌리 333-8	010-7285-3009	21	바베큐, 수영장, 카페, 산책로	1	1	74669	340
3393	기운찬학교	민박	강원도 화천군 간동면 유촌리 308-1	010-0764-8171	21	바베큐	1	4	82397	340
3394	딴산민박	민박	강원도 화천군 간동면 구만리 1314-1	010-6326-8752	23	수영장, 카페	1	3	154354	340
3395	알프스펜션 A	민박	강원도 화천군 간동면 구만리 1314-13	010-7779-3092	28	바베큐, 수영장, 카페, 산책로	1	4	169194	340
3396	알프스펜션 B	민박	강원도 화천군 간동면 구만리 1314-10	010-5437-6713	27	수영장, 카페, 탁구장 	1	4	252529	340
3397	강릉민박	민박	강원도 화천군 간동면 구만리 1313-1	010-5101-3357	24	수영장, 카페	1	2	92351	340
3398	딴산노을	민박	강원도 화천군 간동면 구만리 1283-2	010-4118-5601	25	바베큐, 수영장, 카페, 산책로, 탁구장 	1	2	239810	340
3399	우목농원	민박	강원도 화천군 간동면 용호리 1364-2외2	010-6075-6119	22	바베큐, 수영장	1	1	289153	340
3400	큰바위	민박	강원도 화천군 간동면 간척리 995-17	010-7057-9859	21	바베큐, 수영장, 카페, 산책로	1	4	127087	340
3401	솔바람민박	민박	강원도 화천군 간동면 용호리 1276-3	010-1077-1715	21	바베큐	1	2	75962	341
3402	산새소리민박	민박	강원도 화천군 간동면 용호리 1323	010-8119-2989	21	수영장, 카페	1	4	264593	341
3403	검정고무신민박	민박	강원도 화천군 간동면 유촌리 613	010-0516-0364	22	바베큐, 수영장, 카페, 산책로	1	1	272800	341
3404	산방환담	민박	강원도 화천군 사내면 광덕리 242	010-3640-7796	22	수영장, 카페, 탁구장 	1	2	128424	341
3405	산내들민박	민박	강원도 화천군 사내면 광덕리 153-1	010-9163-0456	25	바베큐, 수영장	1	2	198773	341
3406	어룡동민박	민박	강원도 화천군 간동면 구만리 1306-1	010-7431-4598	25	바베큐, 수영장, 카페, 산책로	1	3	118320	341
3407	딴산푸른민박	민박	강원도 화천군 간동면 구만리 1311-16	010-1926-2998	24	바베큐	1	5	105658	341
3408	반디산장	민박	강원도 화천군 사내면 광덕리 1023	010-5301-4760	24	수영장, 카페	1	4	81872	341
3409	화이트힐펜션-B	민박	강원도 화천군 사내면 광덕리 920-4	010-5104-2691	24	바베큐, 수영장, 카페, 산책로	1	1	60335	341
3410	화이트힐펜션-C	민박	강원도 화천군 사내면 광덕리 920-4	010-3280-6450	23	수영장, 카페, 탁구장 	1	2	231952	341
3411	용담계곡민박	민박	강원도 화천군 사내면 용담리 811	010-8522-6349	21	수영장, 카페	1	3	134157	342
3412	무월산방	민박	강원도 화천군 사내면 광덕리 654-1	010-8758-4627	23	바베큐, 수영장, 카페, 산책로, 탁구장 	1	4	299477	342
3413	외갓집	민박	강원도 화천군 사내면 명월리 358-4	010-0536-9193	23	바베큐, 수영장	1	5	75781	342
3414	명지령계곡펜션	민박	강원도 화천군 사내면 용담리 526	010-3032-0001	23	바베큐, 수영장, 카페, 산책로	1	5	84012	342
3415	장진펜션	민박	강원도 화천군 사내면 사창리 980-8	010-0865-8285	28	바베큐	1	2	299150	342
3416	물안골 스머프펜션 A	민박	강원도 화천군 사내면 용담리 206	010-2842-2291	23	수영장, 카페	1	5	288232	342
3417	물안골 스머프펜션-B	민박	강원도 화천군 사내면 용담리 206-1	010-4038-5598	22	바베큐, 수영장	1	2	187796	342
3418	화악산가든펜션	민박	강원도 화천군 사내면 용담리 33	010-4382-8282	23	바베큐, 수영장, 카페, 산책로	1	1	230342	342
