reservation_code	weddinghall_index	reservation_personnel	weddingtype_index	mealtype_index	album	letter	dress	date	pay
19121101	1	230	1	1	1	1	0	2019-12-11	1
19121216	16	160	5	2	1	0	0	2019-12-12	1
19121332	32	130	10	2	0	1	0	2019-12-13	0
19121409	9	120	5	1	1	1	0	2019-12-14	1
19121532	32	290	10	2	1	1	1	2019-12-15	1
19121623	23	150	6	1	0	1	1	2019-12-16	1
19121744	44	150	8	3	1	1	1	2019-12-17	1
19121813	13	100	9	3	1	0	1	2019-12-18	1
19121904	4	200	2	2	1	1	1	2019-12-19	0
19122020	20	370	8	3	1	1	1	2019-12-20	1
19122116	16	180	5	2	0	0	0	2019-12-21	1
19122234	34	200	3	2	1	0	1	2019-12-22	0
19122309	9	140	5	1	1	0	0	2019-12-23	1
19122531	31	140	9	1	1	1	1	2019-12-25	0
19122626	26	230	2	3	1	0	0	2019-12-26	0
19122714	14	140	1	3	1	0	1	2019-12-27	1
19122839	39	100	1	1	0	1	0	2019-12-28	0
19122918	18	260	8	2	1	1	0	2019-12-29	1
19123003	3	100	2	2	1	1	0	2019-12-30	1
19123122	22	110	5	3	1	0	0	2019-12-31	0
20010140	40	320	4	3	0	1	1	2020-01-01	1
20010201	1	150	1	1	1	1	1	2020-01-02	1
20010321	21	170	5	2	0	1	1	2020-01-03	1
20010415	15	300	9	3	1	0	0	2020-01-04	0
20010544	44	110	8	3	0	1	0	2020-01-05	0
20010606	6	260	5	1	1	0	1	2020-01-06	0
20010706	6	200	5	1	1	0	1	2020-01-07	0
20010817	17	310	3	2	1	0	0	2020-01-08	0
20010905	5	150	9	1	1	1	0	2020-01-09	1
20011046	46	240	2	3	0	1	1	2020-01-10	1
20011138	38	250	7	3	0	0	0	2020-01-11	0
20011228	28	150	3	1	0	0	0	2020-01-12	0
20011344	44	190	8	3	0	0	0	2020-01-13	1
20011422	22	130	5	3	0	0	0	2020-01-14	0
20011510	10	100	9	1	1	0	1	2020-01-15	1
20011604	4	180	2	2	0	0	1	2020-01-16	0
20011730	30	160	3	2	1	0	0	2020-01-17	0
20011818	18	250	8	2	1	0	0	2020-01-18	0
20011942	42	370	3	1	0	1	1	2020-01-19	0
20012028	28	310	3	1	0	0	1	2020-01-20	0
20012112	12	330	8	3	0	1	0	2020-01-21	0
20012234	34	160	3	2	0	0	0	2020-01-22	0
20012329	29	110	9	2	1	1	0	2020-01-23	1
20012441	41	100	7	1	1	1	1	2020-01-24	0
20012526	26	260	2	3	1	0	0	2020-01-25	0
20012641	41	100	7	1	0	0	1	2020-01-26	0
20012730	30	200	3	2	0	1	1	2020-01-27	0
20012802	2	130	1	1	0	0	0	2020-01-28	0
20012925	25	330	5	1	0	1	1	2020-01-29	1
20013015	15	100	9	3	0	1	1	2020-01-30	1
20013107	7	170	10	1	0	0	0	2020-01-31	0
20020138	38	440	7	3	1	0	0	2020-02-01	0
20020209	9	140	5	1	1	0	0	2020-02-02	1
20020313	13	100	9	3	0	0	0	2020-02-03	1
20020427	27	440	6	2	1	1	0	2020-02-04	1
20020534	34	150	3	2	0	0	0	2020-02-05	0
20020628	28	170	3	1	1	1	0	2020-02-06	1
20020737	37	100	2	2	1	1	0	2020-02-07	1
20020803	3	100	2	2	0	1	1	2020-02-08	0
20020917	17	160	3	2	0	0	0	2020-02-09	0
20021033	33	370	5	2	0	1	1	2020-02-10	0
20021138	38	180	7	3	1	1	1	2020-02-11	1
20021215	15	100	9	3	0	0	0	2020-02-12	0
20021329	29	100	9	2	0	1	0	2020-02-13	0
20021429	29	110	9	2	1	0	1	2020-02-14	0
20021527	27	130	6	2	0	0	1	2020-02-15	0
20021646	46	160	2	3	1	0	1	2020-02-16	1
20021707	7	170	10	1	0	0	0	2020-02-17	0
20021810	10	100	9	1	1	0	0	2020-02-18	1
20021903	3	100	2	2	0	1	0	2020-02-19	0
20022039	39	100	1	1	0	1	0	2020-02-20	1
20022116	16	110	5	2	1	0	0	2020-02-21	1
20022217	17	350	3	2	0	1	1	2020-02-22	1
20022329	29	140	9	2	1	0	0	2020-02-23	1
20022431	31	120	9	1	1	0	0	2020-02-24	1
20022505	5	360	9	1	1	1	0	2020-02-25	0
20022616	16	130	5	2	1	1	1	2020-02-26	0
20022737	37	120	2	2	1	1	0	2020-02-27	1
20022834	34	180	3	2	1	1	1	2020-02-28	0
20030140	40	130	4	3	1	1	0	2020-03-01	1
20030209	9	150	5	1	0	1	0	2020-03-02	1
20030321	21	180	5	2	1	0	1	2020-03-03	1
20030441	41	100	7	1	1	0	1	2020-03-04	0
20030522	22	270	5	3	0	0	1	2020-03-05	0
20030641	41	100	7	1	1	0	0	2020-03-06	0
20030709	9	100	5	1	0	0	1	2020-03-07	1
20030825	25	200	5	1	0	1	1	2020-03-08	1
20030909	9	110	5	1	1	1	0	2020-03-09	1
20031004	4	190	2	2	0	1	0	2020-03-10	1
20031125	25	150	5	1	1	0	1	2020-03-11	1
20031244	44	100	8	3	0	1	0	2020-03-12	0
20031317	17	120	3	2	1	1	0	2020-03-13	0
20031423	23	130	6	1	1	1	1	2020-03-14	1
20031528	28	100	3	1	1	1	1	2020-03-15	1
20031640	40	380	4	3	0	0	1	2020-03-16	0
20031727	27	310	6	2	1	1	0	2020-03-17	1
20031814	14	110	1	3	1	0	1	2020-03-18	1
20031918	18	230	8	2	0	0	1	2020-03-19	1
20032029	29	110	9	2	1	1	1	2020-03-20	1
20032106	6	160	5	1	0	1	0	2020-03-21	0
20032225	25	320	5	1	0	1	0	2020-03-22	0
20032346	46	310	2	3	0	0	0	2020-03-23	1
20032416	16	100	5	2	1	1	1	2020-03-24	0
20032543	43	400	4	3	1	0	0	2020-03-25	1
20032608	8	240	9	3	0	0	1	2020-03-26	1
20032715	15	230	9	3	1	0	1	2020-03-27	0
20032812	12	140	8	3	0	0	0	2020-03-28	1
20032941	41	100	7	1	1	0	1	2020-03-29	1
20033033	33	140	5	2	1	0	0	2020-03-30	1
20033107	7	200	10	1	0	1	1	2020-03-31	1
20040142	42	390	3	1	1	1	1	2020-04-01	0
20040334	34	140	3	2	1	1	1	2020-04-03	1
20040415	15	250	9	3	0	0	0	2020-04-04	1
20040531	31	130	9	1	1	0	0	2020-04-05	1
20040644	44	140	8	3	0	1	0	2020-04-06	1
20040709	9	100	5	1	0	1	1	2020-04-07	1
20040830	30	300	3	2	0	1	1	2020-04-08	1
20040946	46	120	2	3	0	1	0	2020-04-09	1
20041029	29	140	9	2	1	1	1	2020-04-10	0
20041126	26	330	2	3	0	1	0	2020-04-11	1
20041235	35	180	7	3	0	1	1	2020-04-12	1
20041330	30	120	3	2	0	1	1	2020-04-13	1
20041416	16	120	5	2	1	0	1	2020-04-14	0
20041531	31	140	9	1	1	1	1	2020-04-15	1
20041613	13	100	9	3	1	0	1	2020-04-16	1
20041715	15	260	9	3	1	0	1	2020-04-17	1
20041841	41	100	7	1	1	0	1	2020-04-18	0
20041931	31	140	9	1	1	1	1	2020-04-19	0
20042022	22	300	5	3	0	0	1	2020-04-20	0
20042140	40	160	4	3	1	0	0	2020-04-21	1
20042218	18	110	8	2	0	1	1	2020-04-22	0
20042307	7	230	10	1	0	0	0	2020-04-23	1
20042431	31	140	9	1	0	0	0	2020-04-24	0
20042510	10	100	9	1	0	0	0	2020-04-25	1
20042646	46	290	2	3	0	1	0	2020-04-26	1
20042712	12	290	8	3	0	0	1	2020-04-27	1
20042843	43	460	4	3	0	0	1	2020-04-28	0
20042930	30	230	3	2	1	0	0	2020-04-29	0
20043032	32	320	10	2	1	0	1	2020-04-30	1
20050142	42	300	3	1	0	0	1	2020-05-01	1
20050237	37	200	2	2	1	1	0	2020-05-02	1
20050423	23	100	6	1	1	0	1	2020-05-04	1
20050545	45	220	7	3	1	1	1	2020-05-05	0
20050629	29	120	9	2	0	1	0	2020-05-06	1
20050742	42	190	3	1	1	1	1	2020-05-07	1
20050838	38	420	7	3	0	0	1	2020-05-08	0
20050906	6	120	5	1	1	1	0	2020-05-09	1
20051026	26	320	2	3	0	0	0	2020-05-10	1
20051136	36	410	1	1	1	0	0	2020-05-11	1
20051203	3	100	2	2	1	1	0	2020-05-12	1
20051305	5	120	9	1	0	1	0	2020-05-13	0
20051429	29	100	9	2	1	1	1	2020-05-14	0
20051538	38	440	7	3	0	0	0	2020-05-15	0
20051620	20	180	8	3	0	0	0	2020-05-16	1
20051730	30	180	3	2	0	1	1	2020-05-17	0
20051812	12	240	8	3	1	1	0	2020-05-18	0
20051915	15	110	9	3	0	1	0	2020-05-19	1
19101937	37	180	2	2	1	0	1	2019-10-19	0
19102036	36	300	1	1	1	1	0	2019-10-20	0
19102144	44	180	8	3	0	0	0	2019-10-21	0
19102210	10	100	9	1	1	0	1	2019-10-22	1
19102303	3	100	2	2	1	0	1	2019-10-23	0
19102446	46	250	2	3	1	1	0	2019-10-24	0
19102514	14	190	1	3	1	0	1	2019-10-25	1
19102604	4	200	2	2	0	0	1	2019-10-26	1
19102707	7	150	10	1	0	1	1	2019-10-27	0
19102834	34	180	3	2	1	1	1	2019-10-28	0
19102916	16	120	5	2	0	1	1	2019-10-29	0
19103013	13	100	9	3	0	1	0	2019-10-30	1
19103134	34	120	3	2	0	1	0	2019-10-31	1
19110108	8	230	9	3	0	1	1	2019-11-01	1
19110241	41	100	7	1	0	1	0	2019-11-02	1
19110406	6	230	5	1	0	1	1	2019-11-04	1
19110539	39	100	1	1	1	1	1	2019-11-05	1
19110638	38	180	7	3	1	0	1	2019-11-06	1
19110710	10	100	9	1	1	0	1	2019-11-07	1
19110830	30	150	3	2	1	0	0	2019-11-08	0
19110908	8	230	9	3	0	1	1	2019-11-09	1
19111029	29	110	9	2	0	0	0	2019-11-10	0
19111121	21	160	5	2	1	1	1	2019-11-11	0
19111228	28	340	3	1	1	0	0	2019-11-12	1
19111303	3	100	2	2	0	1	1	2019-11-13	0
19111443	43	320	4	3	0	0	1	2019-11-14	1
19111519	19	150	5	2	1	0	1	2019-11-15	1
19111645	45	210	7	3	0	0	1	2019-11-16	0
19111716	16	190	5	2	0	1	0	2019-11-17	1
19111818	18	300	8	2	0	0	0	2019-11-18	0
19111923	23	110	6	1	1	1	1	2019-11-19	0
19112046	46	110	2	3	0	1	0	2019-11-20	1
19112129	29	120	9	2	1	0	1	2019-11-21	1
19112246	46	220	2	3	0	0	0	2019-11-22	1
19112339	39	100	1	1	0	0	0	2019-11-23	0
19112444	44	150	8	3	0	0	0	2019-11-24	0
19112524	24	230	9	3	0	1	0	2019-11-25	0
19112617	17	420	3	2	1	1	0	2019-11-26	1
19112725	25	200	5	1	1	1	1	2019-11-27	0
19112844	44	150	8	3	0	0	1	2019-11-28	0
19112929	29	120	9	2	0	0	1	2019-11-29	0
19113037	37	220	2	2	1	0	1	2019-11-30	0
19120118	18	220	8	2	0	0	0	2019-12-01	0
19120228	28	240	3	1	1	0	0	2019-12-02	0
19120322	22	290	5	3	1	1	0	2019-12-03	1
19120420	20	420	8	3	1	1	1	2019-12-04	0
19120533	33	120	5	2	1	0	1	2019-12-05	0
19120626	26	240	2	3	0	1	0	2019-12-06	1
19120706	6	250	5	1	0	0	1	2019-12-07	0
19120810	10	100	9	1	1	0	0	2019-12-08	1
19120912	12	190	8	3	0	0	0	2019-12-09	1
19121006	6	100	5	1	1	0	0	2019-12-10	0
19121124	24	170	9	3	0	1	0	2019-12-11	1
19121215	15	180	9	3	1	0	1	2019-12-12	0
19121322	22	250	5	3	1	0	0	2019-12-13	0
19121418	18	300	8	2	1	1	0	2019-12-14	0
19121539	39	100	1	1	0	1	1	2019-12-15	1
19121618	18	180	8	2	1	0	0	2019-12-16	0
19121737	37	130	2	2	0	1	1	2019-12-17	0
19121915	15	240	9	3	0	0	0	2019-12-19	0
19122041	41	100	7	1	1	0	0	2019-12-20	1
19122103	3	100	2	2	0	0	0	2019-12-21	0
19122224	24	120	9	3	1	0	1	2019-12-22	0
19122302	2	120	1	1	1	0	0	2019-12-23	1
19122420	20	120	8	3	1	1	1	2019-12-24	0
19122518	18	250	8	2	0	1	1	2019-12-25	0
19122630	30	150	3	2	0	1	1	2019-12-26	1
19122709	9	110	5	1	0	1	1	2019-12-27	1
19122843	43	180	4	3	0	0	1	2019-12-28	0
19122906	6	100	5	1	0	1	0	2019-12-29	1
19123029	29	110	9	2	0	1	0	2019-12-30	1
19123128	28	180	3	1	0	1	0	2019-12-31	1
20010126	26	340	2	3	0	1	1	2020-01-01	1
20010211	11	130	7	3	1	0	1	2020-01-02	0
20010332	32	180	10	2	1	1	0	2020-01-03	0
20010431	31	140	9	1	0	0	0	2020-01-04	1
20010513	13	100	9	3	0	0	0	2020-01-05	0
20010611	11	130	7	3	1	1	0	2020-01-06	0
20010712	12	260	8	3	0	0	0	2020-01-07	1
20010816	16	200	5	2	0	1	1	2020-01-08	0
20010916	16	200	5	2	1	0	1	2020-01-09	0
20011010	10	100	9	1	1	0	0	2020-01-10	1
20011125	25	170	5	1	0	0	0	2020-01-11	1
20011217	17	110	3	2	0	0	0	2020-01-12	1
20011303	3	100	2	2	1	0	1	2020-01-13	1
20011433	33	300	5	2	1	1	1	2020-01-14	1
20011508	8	230	9	3	1	1	0	2020-01-15	1
20011626	26	220	2	3	1	0	0	2020-01-16	0
20011710	10	100	9	1	1	1	0	2020-01-17	1
20011843	43	240	4	3	0	1	1	2020-01-18	1
20011946	46	160	2	3	1	0	0	2020-01-19	1
20012109	9	120	5	1	0	0	1	2020-01-21	0
20012236	36	400	1	1	0	1	0	2020-01-22	0
20012429	29	120	9	2	1	0	1	2020-01-24	1
20012513	13	100	9	3	0	1	1	2020-01-25	1
20012644	44	150	8	3	1	1	1	2020-01-26	0
20012741	41	100	7	1	0	0	0	2020-01-27	0
20012805	5	120	9	1	1	1	1	2020-01-28	1
20012926	26	180	2	3	1	0	0	2020-01-29	0
20013026	26	120	2	3	0	0	0	2020-01-30	1
20013146	46	280	2	3	1	1	1	2020-01-31	1
20020125	25	130	5	1	1	0	1	2020-02-01	1
20020232	32	140	10	2	0	1	0	2020-02-02	0
20020341	41	100	7	1	1	1	0	2020-02-03	1
20020404	4	280	2	2	0	1	0	2020-02-04	0
20020541	41	100	7	1	0	1	1	2020-02-05	1
20020614	14	100	1	3	0	0	1	2020-02-06	1
20020739	39	100	1	1	1	0	0	2020-02-07	1
20020808	8	170	9	3	1	1	1	2020-02-08	0
20020916	16	190	5	2	0	1	0	2020-02-09	1
20021039	39	100	1	1	1	0	1	2020-02-10	0
20021113	13	100	9	3	1	0	0	2020-02-11	1
20021214	14	120	1	3	0	1	1	2020-02-12	0
20021339	39	100	1	1	0	1	1	2020-02-13	1
20021416	16	190	5	2	0	1	0	2020-02-14	0
20021537	37	100	2	2	1	0	1	2020-02-15	0
20021620	20	400	8	3	1	1	1	2020-02-16	0
20021722	22	160	5	3	0	0	0	2020-02-17	1
20021837	37	100	2	2	1	0	1	2020-02-18	1
19101118	18	270	8	2	0	1	0	2019-10-11	0
19101228	28	130	3	1	1	1	1	2019-10-12	0
19101441	41	100	7	1	1	1	0	2019-10-14	0
19101519	19	160	5	2	1	0	1	2019-10-15	1
19101713	13	100	9	3	1	1	1	2019-10-17	1
19101812	12	290	8	3	1	1	1	2019-10-18	0
19101927	27	180	6	2	0	0	0	2019-10-19	1
19102031	31	110	9	1	0	0	0	2019-10-20	0
19102133	33	290	5	2	1	0	1	2019-10-21	0
19102240	40	430	4	3	0	1	0	2019-10-22	0
19102322	22	280	5	3	0	0	0	2019-10-23	0
19102429	29	110	9	2	1	1	1	2019-10-24	0
19102528	28	200	3	1	0	1	0	2019-10-25	0
19102643	43	460	4	3	1	1	0	2019-10-26	0
19102732	32	300	10	2	1	1	0	2019-10-27	0
19102832	32	320	10	2	0	0	0	2019-10-28	1
19102907	7	220	10	1	0	1	1	2019-10-29	0
19103010	10	100	9	1	1	1	1	2019-10-30	1
19103142	42	400	3	1	0	1	0	2019-10-31	1
19110127	27	290	6	2	0	0	0	2019-11-01	1
19110304	4	290	2	2	0	0	0	2019-11-03	1
19110429	29	150	9	2	1	0	1	2019-11-04	1
19110520	20	410	8	3	0	1	1	2019-11-05	0
19110626	26	270	2	3	0	1	1	2019-11-06	1
19110703	3	100	2	2	1	1	0	2019-11-07	1
19110810	10	100	9	1	1	0	1	2019-11-08	1
19110916	16	190	5	2	0	0	0	2019-11-09	0
19111027	27	350	6	2	0	0	0	2019-11-10	1
19111122	22	160	5	3	0	0	1	2019-11-11	1
19111204	4	380	2	2	1	0	1	2019-11-12	1
19111332	32	160	10	2	0	0	0	2019-11-13	0
19111432	32	200	10	2	1	1	0	2019-11-14	1
19111511	11	140	7	3	0	1	0	2019-11-15	1
19111632	32	290	10	2	0	1	0	2019-11-16	0
19111713	13	100	9	3	0	0	0	2019-11-17	0
19111813	13	100	9	3	0	0	0	2019-11-18	1
19111910	10	100	9	1	1	0	0	2019-11-19	1
19112045	45	100	7	3	1	0	0	2019-11-20	1
19112113	13	100	9	3	0	1	0	2019-11-21	1
19112221	21	100	5	2	0	1	0	2019-11-22	0
19112331	31	140	9	1	0	1	0	2019-11-23	1
19112414	14	170	1	3	1	1	1	2019-11-24	1
19112519	19	120	5	2	1	1	0	2019-11-25	1
19112640	40	210	4	3	1	0	1	2019-11-26	1
19112712	12	350	8	3	1	1	0	2019-11-27	1
19112832	32	240	10	2	0	1	1	2019-11-28	1
19112919	19	140	5	2	0	1	0	2019-11-29	1
19113004	4	230	2	2	1	1	0	2019-11-30	1
19120126	26	120	2	3	0	0	1	2019-12-01	1
19120231	31	100	9	1	0	1	1	2019-12-02	0
19120332	32	170	10	2	0	1	1	2019-12-03	1
19120433	33	150	5	2	0	0	0	2019-12-04	0
19120531	31	120	9	1	1	0	0	2019-12-05	0
19120733	33	390	5	2	1	0	1	2019-12-07	1
19120804	4	290	2	2	1	1	0	2019-12-08	1
19120913	13	100	9	3	1	1	0	2019-12-09	1
19121043	43	240	4	3	0	1	1	2019-12-10	1
19121118	18	100	8	2	0	0	0	2019-12-11	1
19121236	36	470	1	1	0	1	0	2019-12-12	1
19121302	2	220	1	1	1	1	0	2019-12-13	0
19121440	40	150	4	3	0	0	0	2019-12-14	1
